SUMLEV,REGION,DIVISION,state,county,Stname,ctyname,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,NPOPCHG_2010,NPOPCHG_2011,Births2010,Births2011,Deaths2010,Deaths2011,NATURALINC2010,NATURALINC2011,INTERNATIONALMIG2010,INTERNATIONALMIG2011,DOMESTICMIG2010,DOMESTICMIG2011,NETMIG2010,NETMIG2011,RESIDUAL2010,RESIDUAL2011,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,Rbirth2011,Rdeath2011,RNATURALINC2011,RINTERNATIONALMIG2011,RDOMESTICMIG2011,RNETMIG2011
040,3,6,01,000,Alabama,Alabama,4779736,4779735,4785401,4802740,5666,17339,14482,59866,11562,47768,2920,12098,1487,4461,1278,696,2765,5157,-19,84,115816,115825,115834,12.48750931,9.9639752899,2.5235340198,0.9305244885,0.1451793419,1.0757038304
050,3,6,01,001,Alabama,Autauga County,54571,54571,54637,55267,66,630,154,660,92,423,62,237,18,46,-13,344,5,390,-1,3,455,455,455,12.010481875,7.6976270199,4.3128548551,0.8370941913,6.2600087349,7.0971029262
050,3,6,01,003,Alabama,Baldwin County,182265,182265,183259,186717,994,3458,520,2109,411,1723,109,386,61,176,812,2870,873,3046,12,26,2307,2307,2307,11.400739507,9.3141176725,2.0866218349,0.9514130646,15.514519861,16.465932925
050,3,6,01,005,Alabama,Barbour County,27457,27457,27390,27119,-67,-271,76,292,69,316,7,-24,13,55,-86,-303,-73,-248,-1,1,3193,3193,3193,10.713827074,11.594415601,-0.880588527,2.0180153736,-11.11743015,-9.099414776
050,3,6,01,007,Alabama,Bibb County,22915,22919,22880,22766,-39,-114,56,225,52,215,4,10,2,10,-46,-135,-44,-125,1,1,2224,2224,2224,9.8584760987,9.4203216054,0.4381544933,0.4381544933,-5.915085659,-5.476931166
050,3,6,01,009,Alabama,Blount County,57322,57322,57387,57677,65,290,170,690,138,556,32,134,27,110,9,50,36,160,-3,-4,489,489,489,11.993325454,9.6641868873,2.3291385664,1.9119794201,0.8690815546,2.7810609748
050,3,6,01,011,Alabama,Bullock County,10914,10915,10893,10542,-22,-351,41,165,12,112,29,53,0,-1,-51,-407,-51,-408,0,4,1690,1690,1690,15.395381386,10.450198274,4.9451831117,-0.093305342,-37.97527408,-38.06857943
050,3,6,01,013,Alabama,Butler County,20947,20947,20941,20650,-6,-291,60,258,46,248,14,10,1,1,-19,-305,-18,-304,-2,3,333,333,333,12.406530259,11.925656993,0.4808732659,0.0480873266,-14.66663461,-14.61854728
050,3,6,01,015,Alabama,Calhoun County,118572,118572,118426,117797,-146,-629,324,1385,341,1344,-17,41,15,57,-142,-727,-127,-670,-2,0,2919,2919,2919,11.726207863,11.379078244,0.347129619,0.4825948362,-6.155200806,-5.67260597
050,3,6,01,017,Alabama,Chambers County,34215,34215,34143,33939,-72,-204,94,373,110,461,-16,-88,4,20,-59,-136,-55,-116,-1,0,458,458,458,10.95737493,13.542492876,-2.585117946,0.5875268059,-3.99518228,-3.407655474
050,3,6,01,019,Alabama,Cherokee County,25989,25989,25997,26057,8,60,48,202,81,295,-33,-93,2,6,40,147,42,153,-1,0,290,290,290,7.7611710916,11.334383525,-3.573212433,0.2305298344,5.6479809429,5.8785107773
050,3,6,01,021,Alabama,Chilton County,43643,43642,43722,43895,80,173,135,569,108,437,27,132,10,52,44,-9,54,43,-1,-2,393,393,393,12.98834701,9.9752331169,3.0131138934,1.186984261,-0.205439584,0.9815446774
050,3,6,01,023,Alabama,Choctaw County,13859,13858,13851,13609,-7,-242,33,132,21,170,12,-38,1,3,-19,-210,-18,-207,-1,3,129,129,129,9.6139839767,12.381646031,-2.767662054,0.2184996358,-15.29497451,-15.07647487
050,3,6,01,025,Alabama,Clarke County,25833,25840,25776,25695,-64,-81,58,264,66,309,-8,-45,1,4,-57,-39,-56,-35,0,-1,280,280,280,10.258203649,12.006761089,-1.74855744,0.155427328,-1.515416448,-1.35998912
050,3,6,01,027,Alabama,Clay County,13932,13932,13935,13862,3,-73,32,137,46,196,-14,-59,2,5,17,-17,19,-12,-2,-2,255,255,255,9.8571788322,14.102241249,-4.245062417,0.3597510523,-1.223153578,-0.863402525
050,3,6,01,029,Alabama,Cleburne County,14972,14972,14978,14835,6,-143,45,162,58,198,-13,-36,0,-1,20,-107,20,-108,-1,1,178,178,178,10.86774226,13.282796096,-2.415053836,-0.067084829,-7.178076678,-7.245161507
050,3,6,01,031,Alabama,Coffee County,49948,49948,50167,50526,219,359,170,702,122,499,48,203,40,88,129,72,169,160,2,-4,600,600,600,13.943372429,9.9113145899,4.0320578392,1.7478871421,1.4300894799,3.177976622
050,3,6,01,033,Alabama,Colbert County,54428,54428,54491,54512,63,21,147,611,145,647,2,-36,7,24,56,36,63,60,-2,-3,474,474,474,11.210700623,11.871232902,-0.660532279,0.4403548526,0.6605322789,1.1008871315
050,3,6,01,035,Alabama,Conecuh County,13228,13228,13222,13105,-6,-117,44,151,28,187,16,-36,0,0,-22,-81,-22,-81,0,0,45,45,45,11.471113306,14.205948266,-2.73483496,0,-6.153378661,-6.153378661
050,3,6,01,037,Alabama,Coosa County,11539,11537,11458,10713,-79,-745,19,85,22,124,-3,-39,1,3,-71,-703,-70,-700,-6,-6,124,124,124,7.6676739885,11.18578323,-3.518109242,0.2706237878,-63.41617428,-63.14555049
050,3,6,01,039,Alabama,Covington County,37765,37765,37800,38058,35,258,100,446,120,491,-20,-45,7,24,51,280,58,304,-3,-1,575,575,575,11.758812518,12.94523979,-1.186427272,0.6327612117,7.3822141369,8.0149753487
050,3,6,01,041,Alabama,Crenshaw County,13906,13906,13878,13911,-28,33,46,173,34,168,12,5,14,48,-54,-18,-40,30,0,-2,132,132,132,12.450969808,12.091115189,0.3598546187,3.4546043398,-1.295476627,2.1591277124
050,3,6,01,043,Alabama,Cullman County,80406,80406,80496,80536,90,40,238,961,225,937,13,24,33,112,48,-92,81,20,-4,-4,1056,1056,1056,11.935515922,11.637438522,0.2980774008,1.3910278702,-1.142630036,0.248397834
050,3,6,01,045,Alabama,Dale County,50251,50251,50343,50044,92,-299,166,723,111,504,55,219,47,60,-7,-585,40,-525,-3,7,917,917,917,14.404255531,10.041140785,4.3631147459,1.195373903,-11.65489555,-10.45952165
050,3,6,01,047,Alabama,Dallas County,43820,43820,43792,43332,-28,-460,147,644,161,535,-14,109,3,10,-16,-586,-13,-576,-1,7,786,786,786,14.783526927,12.281346127,2.5021807998,0.2295578715,-13.45209127,-13.2225334
050,3,6,01,049,Alabama,DeKalb County,71109,71109,71122,71375,13,253,236,926,195,728,41,198,32,108,-58,-49,-26,59,-2,-4,782,782,782,12.996764844,10.21775897,2.7790058738,1.5158213857,-0.687733777,0.8280876089
050,3,6,01,051,Alabama,Elmore County,79303,79303,79590,80162,287,572,235,996,152,687,83,309,15,32,185,232,200,264,4,-1,5483,5485,5495,12.469327458,8.6008312885,3.8684961691,0.4006209625,2.9045019781,3.3051229406
050,3,6,01,053,Alabama,Escambia County,38319,38319,38295,38095,-24,-200,120,479,92,443,28,36,5,24,-54,-259,-49,-235,-3,-1,3199,3199,3199,12.540908496,11.598376751,0.942531745,0.6283544967,-6.780992276,-6.15263778
050,3,6,01,055,Alabama,Etowah County,104430,104430,104440,104303,10,-137,298,1232,367,1443,-69,-211,22,74,60,7,82,81,-3,-7,2085,2085,2085,11.803988637,13.825613314,-2.021624677,0.709005811,0.0670681173,0.7760739282
050,3,6,01,057,Alabama,Fayette County,17241,17241,17250,17182,9,-68,45,186,58,234,-13,-48,1,5,23,-24,24,-19,-2,-1,291,291,291,10.803903346,13.592007435,-2.788104089,0.2904275093,-1.394052045,-1.103624535
050,3,6,01,059,Alabama,Franklin County,31704,31704,31723,31884,19,161,119,470,104,365,15,105,20,71,-14,-14,6,57,-2,-1,272,272,272,14.778247677,11.47672426,3.3015234172,2.2324586917,-0.440203122,1.7922555694
050,3,6,01,061,Alabama,Geneva County,26790,26790,26828,26781,38,-47,76,281,85,331,-9,-50,2,8,45,-3,47,5,0,-2,229,229,229,10.483314369,12.348672797,-1.865358429,0.2984573486,-0.111921506,0.1865358429
050,3,6,01,063,Alabama,Greene County,9045,9045,9005,8921,-40,-84,29,121,7,85,22,36,0,0,-62,-121,-62,-121,0,1,45,45,45,13.499944215,9.4834318866,4.0165123285,0,-13.49994422,-13.49994422
050,3,6,01,065,Alabama,Hale County,15760,15760,15736,15421,-24,-315,45,189,17,183,28,6,4,22,-56,-347,-52,-325,0,4,334,334,334,12.132105145,11.74695895,0.3851461951,1.4122027153,-22.27428828,-20.86208557
050,3,6,01,067,Alabama,Henry County,17302,17302,17308,17412,6,104,37,173,45,203,-8,-30,8,29,7,105,15,134,-1,0,199,199,199,9.965437788,11.693548387,-1.728110599,1.6705069124,6.0483870968,7.7188940092
050,3,6,01,069,Alabama,Houston County,101547,101547,101769,102369,222,600,328,1361,260,995,68,366,7,49,148,190,155,239,-1,-5,1416,1416,1416,13.334117117,9.7483075175,3.5858095994,0.4800674054,1.8614858576,2.341553263
050,3,6,01,071,Alabama,Jackson County,53227,53226,53175,53291,-51,116,133,564,155,610,-22,-46,4,23,-31,143,-27,166,-2,-4,597,597,597,10.594931715,11.459057352,-0.864125636,0.4320628182,2.6863036087,3.1183664268
050,3,6,01,073,Alabama,Jefferson County,658466,658466,658386,658931,-80,545,2160,9452,1649,6799,511,2653,256,690,-852,-2805,-596,-2115,5,7,15774,15774,15774,14.350380356,10.322496407,4.027883949,1.047583839,-4.258656041,-3.211072202
050,3,6,01,075,Alabama,Lamar County,14564,14564,14520,14311,-44,-209,33,137,48,195,-15,-58,0,0,-30,-150,-30,-150,1,-1,217,217,217,9.5036592557,13.52710624,-4.023446984,0,-10.40546634,-10.40546634
050,3,6,01,077,Alabama,Lauderdale County,92709,92709,92727,92781,18,54,235,937,256,1058,-21,-121,11,43,34,141,45,184,-6,-9,1891,1891,1891,10.101990211,11.406516161,-1.30452595,0.4635918667,1.5201500744,1.983741941
050,3,6,01,079,Alabama,Lawrence County,34339,34339,34328,34117,-11,-211,80,359,85,376,-5,-17,3,14,-9,-209,-6,-195,0,1,229,229,229,10.490174593,10.986923807,-0.496749215,0.4090875886,-6.107093287,-5.698005698
050,3,6,01,081,Alabama,Lee County,140247,140247,140784,143468,537,2684,418,1536,213,840,205,696,73,269,252,1697,325,1966,7,22,4410,4410,4410,10.807311822,5.9102486526,4.8970631693,1.8926867709,11.94010948,13.832796251
050,3,6,01,083,Alabama,Limestone County,82782,82782,83239,85369,457,2130,242,1000,154,659,88,341,18,67,343,1696,361,1763,8,26,2907,2907,2907,11.861833365,7.8169481875,4.0448851775,0.7947428355,20.117669387,20.912412222
050,3,6,01,085,Alabama,Lowndes County,11299,11299,11270,11147,-29,-123,41,165,13,154,28,11,0,3,-57,-139,-57,-136,0,2,96,96,96,14.720970692,13.739572646,0.9813980461,0.2676540126,-12.40130258,-12.13364857
050,3,6,01,087,Alabama,Macon County,21452,21452,21535,21182,83,-353,56,235,66,283,-10,-48,1,6,90,-314,91,-308,2,3,1772,1772,1772,11.002645317,13.249994148,-2.247348831,0.2809186038,-14.70140693,-14.42048833
050,3,6,01,089,Alabama,Madison County,334811,334811,336141,340111,1330,3970,1020,4152,624,2542,396,1610,117,280,803,2071,920,2351,14,9,8042,8042,8041,12.279446124,7.5179075256,4.761538598,0.8280936692,6.1249356749,6.9530293441
050,3,6,01,091,Alabama,Marengo County,21027,21029,20980,20692,-49,-288,50,235,44,243,6,-8,2,2,-57,-286,-55,-284,0,4,254,254,254,11.278556345,11.662507199,-0.383950854,0.0959877136,-13.72624304,-13.63025533
050,3,6,01,093,Alabama,Marion County,30776,30776,30781,30663,5,-118,68,299,112,390,-44,-91,2,4,47,-29,49,-25,0,-2,868,868,868,9.7324392943,12.694486036,-2.962046742,0.1301998568,-0.943948962,-0.813749105
050,3,6,01,095,Alabama,Marshall County,93019,93019,93203,94166,184,963,323,1395,265,1045,58,350,56,192,74,424,130,616,-4,-3,1047,1047,1047,14.890403429,11.154459916,3.7359435125,2.0494318697,4.5258287123,6.5752605821
050,3,6,01,097,Alabama,Mobile County,412992,412990,413116,412577,126,-539,1365,5734,1007,4069,358,1665,124,259,-352,-2476,-228,-2217,-4,13,6808,6808,6808,13.888939352,9.855963415,4.0329759366,0.6273518124,-5.997386438,-5.370034625
050,3,6,01,099,Alabama,Monroe County,23068,23070,22987,22760,-83,-227,63,258,53,254,10,4,1,5,-94,-237,-93,-232,0,1,230,230,230,11.279428159,11.104553304,0.1748748552,0.218593569,-10.36133517,-10.1427416
050,3,6,01,101,Alabama,Montgomery County,229363,229363,229706,232032,343,2326,744,3161,526,2012,218,1149,110,306,19,869,129,1175,-4,2,9082,9089,9089,13.691747268,8.7148989254,4.9768483426,1.3254269737,3.764039347,5.0894663207
050,3,6,01,103,Alabama,Morgan County,119490,119490,119606,119953,116,347,363,1472,262,1136,101,336,42,161,-21,-141,21,20,-6,-9,2133,2133,2133,12.28924816,9.4840936888,2.8051544713,1.3441365175,-1.177163037,0.1669734804
050,3,6,01,105,Alabama,Perry County,10591,10586,10542,10373,-44,-169,30,136,16,142,14,-6,0,0,-56,-163,-56,-163,-2,0,721,721,721,13.00502032,13.578771217,-0.573750896,0,-15.58689935,-15.58689935
050,3,6,01,107,Alabama,Pickens County,19746,19746,19723,19349,-23,-374,52,239,53,253,-1,-14,0,0,-21,-366,-21,-366,-1,6,334,334,334,12.233824734,12.95045045,-0.716625717,0,-18.73464373,-18.73464373
050,3,6,01,109,Alabama,Pike County,32899,32899,32970,32915,71,-55,96,405,75,336,21,69,12,56,37,-180,49,-124,1,0,1963,1963,1963,12.294148896,10.199590195,2.0945587008,1.6999316992,-5.464066176,-3.764134477
050,3,6,01,111,Alabama,Randolph County,22913,22913,22929,22787,16,-142,56,225,66,261,-10,-36,3,14,24,-120,27,-106,-1,0,407,407,407,9.8433808732,11.418321813,-1.57494094,0.6124770321,-5.249803132,-4.6373261
050,3,6,01,113,Alabama,Russell County,52947,52947,53207,54572,260,1365,192,411,146,575,46,-164,8,14,201,1492,209,1506,5,23,574,574,574,7.6267176352,10.669982093,-3.043264458,0.2597908684,27.68628397,27.946074838
050,3,6,01,115,Alabama,St. Clair County,83593,83598,83835,84398,237,563,271,1096,188,766,83,330,15,58,139,184,154,242,0,-9,1967,1967,1967,13.029548305,9.1064178847,3.9231304203,0.6895198921,2.1874424162,2.8769623082
050,3,6,01,117,Alabama,Shelby County,195085,195080,195858,197936,778,2078,622,2441,295,1183,327,1258,97,311,349,520,446,831,5,-11,2574,2574,2574,12.397344805,6.0082174944,6.3891273102,1.5795060362,2.6409747228,4.220480759
050,3,6,01,119,Alabama,Sumter County,13763,13763,13758,13478,-5,-280,29,142,18,152,11,-10,0,-1,-15,-274,-15,-275,-1,5,718,718,718,10.427375532,11.161697753,-0.734322221,-0.073432222,-20.12042884,-20.19386107
050,3,6,01,121,Alabama,Talladega County,82291,82291,82027,81664,-264,-363,199,892,256,967,-57,-75,4,22,-214,-306,-210,-284,3,-4,3143,3143,3143,10.898583306,11.81494401,-0.916360704,0.2687991398,-3.738751672,-3.469952533
050,3,6,01,123,Alabama,Tallapoosa County,41616,41618,41534,41623,-84,89,114,471,121,533,-7,-62,3,13,-79,143,-76,156,-1,-5,576,576,576,11.327969984,12.819125269,-1.491155285,0.3126615919,3.4392775112,3.7519391031
050,3,6,01,125,Alabama,Tuscaloosa County,194656,194653,194998,197211,345,2213,607,2434,422,1626,185,808,96,305,68,1096,164,1401,-4,4,10423,10423,10423,12.411749858,8.2914976454,4.1202522125,1.5552932238,5.5888569615,7.1441501852
050,3,6,01,127,Alabama,Walker County,67023,67023,67000,66661,-23,-339,196,810,239,906,-43,-96,4,14,20,-257,24,-243,-4,0,866,866,866,12.120214573,13.556684448,-1.436469875,0.2094851901,-3.845549562,-3.636064372
050,3,6,01,129,Alabama,Washington County,17581,17583,17610,17344,27,-266,40,168,40,193,0,-25,0,0,26,-244,26,-244,1,3,147,147,147,9.6126337472,11.043085198,-1.43045145,0,-13.96120616,-13.96120616
050,3,6,01,131,Alabama,Wilcox County,11670,11664,11603,11482,-61,-121,30,137,9,118,21,19,0,0,-81,-142,-81,-142,-1,2,108,108,108,11.869179121,10.223088586,1.646090535,0,-12.30236084,-12.30236084
050,3,6,01,133,Alabama,Winston County,24484,24484,24395,24327,-89,-68,63,235,85,300,-22,-65,0,-3,-67,2,-67,-1,0,-2,301,301,301,9.6465662329,12.314765404,-2.668199171,-0.123147654,0.082098436,-0.041049218
040,4,9,02,000,Alaska,Alaska,710231,710231,714146,722718,3915,8572,2834,11193,647,3338,2187,7855,542,1101,1139,-399,1681,702,47,15,26352,26353,26353,15.579762594,4.6462295666,10.933533027,1.5325041201,-0.555376153,0.9771279676
050,4,9,02,013,Alaska,Aleutians East Borough,3141,3141,3155,3172,14,17,6,20,0,0,6,20,0,0,8,-3,8,-3,0,0,1726,1726,1726,6.3221115853,0,6.3221115853,0,-0.948316738,-0.948316738
050,4,9,02,016,Alaska,Aleutians West Census Area,5561,5561,5545,5504,-16,-41,7,28,0,2,7,26,1,4,-25,-72,-24,-68,1,1,2543,2543,2543,5.0683319757,0.3620237126,4.7063082632,0.7240474251,-13.03285365,-12.30880623
050,4,9,02,020,Alaska,Anchorage Municipality,291826,291826,293356,295570,1530,2214,1128,4574,284,1355,844,3219,314,576,360,-1579,674,-1003,12,-2,8450,8452,8451,15.533360728,4.601596805,10.931763923,1.9561031437,-5.362303583,-3.406200439
050,4,9,02,050,Alaska,Bethel Census Area,17013,17013,17105,17416,92,311,116,441,7,79,109,362,1,1,-18,-51,-17,-50,0,-1,338,338,338,25.549665421,4.5769241911,20.97274123,0.0579357493,-2.954723212,-2.896787463
050,4,9,02,060,Alaska,Bristol Bay Borough,997,997,1003,1030,6,27,2,11,0,5,2,6,0,0,4,21,4,21,0,0,16,16,16,10.821446139,4.918839154,5.9026069848,0,20.659124447,20.659124447
050,4,9,02,068,Alaska,Denali Borough,1826,1826,1835,1855,9,20,6,22,0,0,6,22,2,0,1,-1,3,-1,0,-1,36,36,36,11.924119241,0,11.924119241,0,-0.54200542,-0.54200542
050,4,9,02,070,Alaska,Dillingham Census Area,4847,4847,4874,4975,27,101,28,113,1,16,27,97,0,1,-1,4,-1,5,1,-1,52,52,52,22.94649203,3.2490608184,19.697431211,0.2030663011,0.8122652046,1.0153315057
050,4,9,02,090,Alaska,Fairbanks North Star Borough,97581,97581,98279,99192,698,913,443,1639,95,383,348,1256,124,193,219,-533,343,-340,7,-3,4313,4313,4313,16.599905809,3.8790505948,12.720855214,1.9547174015,-5.39826101,-3.443543609
050,4,9,02,100,Alaska,Haines Borough,2508,2508,2508,2554,0,46,4,24,1,10,3,14,0,0,-2,31,-2,31,-1,1,0,0,0,9.4824180166,3.9510075069,5.5314105097,0,12.248123271,12.248123271
050,4,9,02,105,Alaska,Hoonah-Angoon Census Area,2150,2150,2153,2112,3,-41,6,22,0,12,6,10,0,1,-4,-51,-4,-50,1,-1,0,0,0,10.316529894,5.6271981243,4.6893317702,0.468933177,-23.91559203,-23.44665885
050,4,9,02,110,Alaska,Juneau City and Borough,31275,31275,31409,32164,134,755,95,391,24,121,71,270,13,45,49,434,62,479,1,6,887,887,887,12.30081953,3.8066474761,8.4941720542,1.4156953424,13.65359508,15.069290422
050,4,9,02,122,Alaska,Kenai Peninsula Borough,55400,55400,55575,56293,175,718,177,686,92,392,85,294,10,31,78,389,88,420,2,4,1722,1721,1722,12.264454536,7.0082597347,5.256194801,0.5542246219,6.9546250939,7.5088497157
050,4,9,02,130,Alaska,Ketchikan Gateway Borough,13477,13477,13531,13593,54,62,44,185,8,75,36,110,4,6,13,-54,17,-48,1,0,246,246,246,13.641055891,5.5301577938,8.1108980976,0.4424126235,-3.981713612,-3.539300988
050,4,9,02,150,Alaska,Kodiak Island Borough,13592,13592,13640,13872,48,232,58,227,3,43,55,184,35,105,-42,-57,-7,48,0,0,336,336,336,16.501890084,3.1259086944,13.37598139,7.6330328584,-4.143646409,3.4893864495
050,4,9,02,164,Alaska,Lake and Peninsula Borough,1631,1631,1634,1668,3,34,9,33,0,9,9,24,0,1,-6,10,-6,11,0,-1,37,37,37,19.98788613,5.4512416717,14.536644458,0.6056935191,6.0569351908,6.6626287099
050,4,9,02,170,Alaska,Matanuska-Susitna Borough,88995,88995,89772,91946,777,2174,333,1301,99,397,234,904,17,76,510,1179,527,1255,16,15,1370,1370,1370,14.318889708,4.3694075436,9.9494821647,0.83646089,12.976149859,13.812610749
050,4,9,02,180,Alaska,Nome Census Area,9492,9492,9571,9856,79,285,63,248,5,56,58,192,1,1,19,91,20,92,1,1,219,219,219,25.531476811,5.765172183,19.766304628,0.1029495033,9.3684047974,9.4713543007
050,4,9,02,185,Alaska,North Slope Borough,9430,9430,9472,9503,42,31,49,177,3,29,46,148,1,3,-5,-120,-4,-117,0,0,2652,2652,2652,18.656126482,3.0566534914,15.599472991,0.3162055336,-12.64822134,-12.33201581
050,4,9,02,188,Alaska,Northwest Arctic Borough,7523,7523,7553,7733,30,180,53,222,3,31,50,191,0,4,-20,-15,-20,-11,0,0,382,382,382,29.046186053,4.0559989533,24.990187099,0.5233547037,-1.962580139,-1.439225435
050,4,9,02,195,Alaska,Petersburg Census Area,3815,3815,3826,3838,11,12,13,48,3,34,10,14,1,4,0,-6,1,-2,0,0,43,43,43,12.526096033,8.872651357,3.6534446764,1.0438413361,-1.565762004,-0.521920668
050,4,9,02,198,Alaska,Prince of Wales-Hyder Census Area,5559,5559,5597,5737,38,140,18,72,0,23,18,49,1,3,18,88,19,91,1,0,50,50,50,12.705134992,4.0585847891,8.6465502029,0.5293806247,15.528498324,16.057878948
050,4,9,02,220,Alaska,Sitka City and Borough,8881,8881,8912,8952,31,40,29,109,3,38,26,71,6,17,-1,-48,5,-31,0,0,255,255,255,12.203313927,4.2543663233,7.9489476041,1.9032691446,-5.373936408,-3.470667264
050,4,9,02,230,Alaska,Skagway Municipality,968,968,965,935,-3,-30,4,11,2,25,2,-14,0,1,-6,-17,-6,-16,1,0,32,32,32,11.578947368,26.315789474,-14.73684211,1.0526315789,-17.89473684,-16.84210526
050,4,9,02,240,Alaska,Southeast Fairbanks Census Area,7029,7029,7065,7132,36,67,29,114,4,34,25,80,4,3,7,-16,11,-13,0,0,369,369,369,16.059730929,4.7897443122,11.269986617,0.4226244981,-2.253997323,-1.831372825
050,4,9,02,261,Alaska,Valdez-Cordova Census Area,9636,9636,9689,9770,53,81,32,119,2,45,30,74,7,22,15,-14,22,8,1,-1,201,201,201,12.230844339,4.625109204,7.6057351354,2.2611644997,-1.438922863,0.8222416363
050,4,9,02,270,Alaska,Wade Hampton Census Area,7459,7459,7469,7662,10,193,55,234,4,52,51,182,0,2,-42,9,-42,11,1,0,9,9,9,30.929879056,6.8733064569,24.056572599,0.2643579407,1.1896107329,1.4539686736
050,4,9,02,275,Alaska,Wrangell City and Borough,2369,2369,2377,2382,8,5,8,24,3,44,5,-20,0,0,3,26,3,26,0,-1,19,19,19,10.086152553,18.491279681,-8.405127128,0,10.926665266,10.926665266
050,4,9,02,282,Alaska,Yakutat City and Borough,662,662,659,646,-3,-13,0,8,0,0,0,8,0,1,-3,-22,-3,-21,0,0,18,18,18,12.260536398,0,12.260536398,1.5325670498,-33.7164751,-32.18390805
050,4,9,02,290,Alaska,Yukon-Koyukuk Census Area,5588,5588,5617,5656,29,39,19,90,1,28,18,62,0,0,10,-22,10,-22,1,-1,31,31,31,15.967355628,4.9676217511,10.999733877,0,-3.903131376,-3.903131376
040,4,8,04,000,Arizona,Arizona,6392017,6392013,6413158,6482505,21145,69347,20900,87887,11164,45899,9736,41988,5199,20542,6090,7060,11289,27602,120,-243,139384,140912,143926,13.630474059,7.1185172876,6.5119567718,3.1858772984,1.0949417645,4.280819063
050,4,8,04,001,Arizona,Apache County,71518,71518,71634,72401,116,767,265,1158,153,551,112,607,2,17,4,146,6,163,-2,-3,941,941,941,16.07942514,7.6509181796,8.4285069601,0.2360537369,2.0272850349,2.2633387718
050,4,8,04,003,Arizona,Cochise County,131346,131346,131723,133289,377,1566,429,1783,281,1108,148,675,128,231,105,657,233,888,-4,3,6271,6135,6763,13.455994446,8.3618854995,5.094108946,1.7433172837,4.9582660408,6.7015833245
050,4,8,04,005,Arizona,Coconino County,134421,134418,134606,134511,188,-95,436,1802,170,703,266,1099,43,150,-123,-1356,-80,-1206,2,12,8834,8834,8834,13.391944768,5.2244934359,8.1674513316,1.1147567787,-10.07740128,-8.9626445
050,4,8,04,007,Arizona,Gila County,53597,53597,53505,53144,-92,-361,161,670,136,659,25,11,11,50,-118,-411,-107,-361,-10,-11,917,917,917,12.564581009,12.358296843,0.2062841658,0.9376552992,-7.707526559,-6.76987126
050,4,8,04,009,Arizona,Graham County,37220,37220,37116,37147,-104,31,129,568,47,247,82,321,2,9,-191,-299,-189,-290,3,0,3751,3751,3751,15.29698504,6.6520339873,8.6449510523,0.2423818052,-8.052462195,-7.81008039
050,4,8,04,011,Arizona,Greenlee County,8437,8437,8351,8606,-86,255,23,116,3,36,20,80,2,7,-111,166,-109,173,3,2,35,35,35,13.681665389,4.2460340862,9.4356313027,0.825617739,19.578934953,20.404552692
050,4,8,04,012,Arizona,La Paz County,20489,20489,20471,20419,-18,-52,49,181,54,217,-5,-36,4,28,-13,-41,-9,-13,-4,-3,388,388,388,8.8530202984,10.613842015,-1.760821717,1.369528002,-2.005380289,-0.635852287
050,4,8,04,013,Arizona,Maricopa County,3817117,3817117,3824834,3880244,7717,55410,13019,54493,6039,24817,6980,29676,3718,15478,-2963,10442,755,25920,-18,-186,53177,53233,53022,14.144697821,6.4417258333,7.7029719881,4.0176102046,2.7104203228,6.7280305274
050,4,8,04,015,Arizona,Mohave County,200186,200186,201567,202351,1381,784,489,2099,609,2485,-120,-386,66,217,1419,971,1485,1188,16,-18,2629,3852,3273,10.39319862,12.304477642,-1.911279022,1.0744755124,4.8079065553,5.8823820676
050,4,8,04,017,Arizona,Navajo County,107449,107449,107568,107398,119,-170,417,1772,229,812,188,960,36,128,-105,-1271,-69,-1143,0,13,2227,2227,2227,16.48632807,7.5546830662,8.9316450043,1.1908860006,-11.82512583,-10.63423983
050,4,8,04,019,Arizona,Pima County,980263,980263,982108,989569,1845,7461,2946,12223,1970,8255,976,3968,727,2717,194,858,921,3575,-52,-82,24139,24390,25892,12.398582526,8.3735824884,4.025000038,2.7560295119,0.870325109,3.626354621
050,4,8,04,021,Arizona,Pinal County,375770,375770,384236,382992,8466,-1244,1183,5245,497,2074,686,3171,117,388,7455,-4857,7572,-4469,208,54,26245,26097,26115,13.672597976,5.4064763017,8.2661216744,1.0114333679,-12.66116461,-11.64973124
050,4,8,04,023,Arizona,Santa Cruz County,47420,47420,47465,47676,45,211,166,713,71,309,95,404,58,140,-111,-334,-53,-194,3,1,384,384,384,14.988280552,6.4956222869,8.4926582651,2.9430003889,-7.021158071,-4.078157682
050,4,8,04,025,Arizona,Yavapai County,211033,211033,211144,211888,111,744,437,1885,558,2309,-121,-424,105,322,156,877,261,1199,-29,-31,3525,3525,3525,8.9118553679,10.916431854,-2.004576486,1.5223434634,4.1462584391,5.6686019025
050,4,8,04,027,Arizona,Yuma County,195751,195750,196830,200870,1080,4040,751,3179,347,1317,404,1862,180,660,492,1512,672,2172,4,6,5921,6203,7859,15.986924818,6.6230827257,9.363842092,3.3190847372,7.603721398,10.922806135
040,3,7,05,000,Arkansas,Arkansas,2915918,2915921,2921588,2937979,5667,16391,9218,38156,6759,28478,2459,9678,951,3178,2244,3480,3195,6658,13,55,78931,78933,78933,13.023487913,9.7201721561,3.3033157569,1.0847217892,1.1878010781,2.2725228673
